Book;Page;HandNeeded;SubCategory;Name;Level;Price;Damage;Range;Critical;Capacity;Usage;Bulk;Special;TechType;FamilyDescriptionSlug
AR;21;2;SONIC;Boomer rifle, concussive;11;24000;4d6 So;40 ft.;Knockdown;15 shells;5;1;Analog;technology;ar-boomer-rifle
AR;21;2;SONIC;Boomer rifle, rumbler;6;4100;2d6 So;40 ft.;Deafen;12 shells;4;1;Analog;technology;ar-boomer-rifle
AR;21;2;SONIC;Boomer rifle, shockwave;17;230000;8d6 So;40 ft.;Knockdown;20 shells;5;1;Analog;technology;ar-boomer-rifle
AR;20;2;SONIC;Boomer rifle, tremor;2;520;1d8 So;40 ft.;Deafen;12 shells;3;1;Analog;technology;ar-boomer-rifle
AR;20;2;PROJECTILE;Breaching gun, grapeshot;19;509000;10d10 P;30 ft.;Knockdown;20 shells;2;1;Analog, breach, penetrating;technology;ar-breaching-gun
AR;20;2;PROJECTILE;Breaching gun, impact;11;25300;3d10 P;30 ft.;Knockdown;12 shells;2;1;Analog, breach, penetrating;technology;ar-breaching-gun
AR;20;2;PROJECTILE;Breaching gun, snub;7;6800;2d10 P;20 ft.;Knockdown;8 shells;2;1;Analog, breach, penetrating;technology;ar-breaching-gun
AR;20;2;PROJECTILE;Breaching gun, utility;4;2350;1d10 P;20 ft.;Knockdown;4 shells;1;1;Analog, breach, penetrating;technology;ar-breaching-gun
AR;20;2;PROJECTILE;Breaching gun, vortex;15;119000;6d10 P;30 ft.;Knockdown;16 shells;2;1;Analog, breach, penetrating;technology;ar-breaching-gun
AR;20;2;SHOCK;Charge emitter, impulse;8;10900;3d4 E;20 ft.;Staggered;20 charges;2;1;Integrated (1 slot), stun;technology;ar-charge-emitter
AR;20;2;SHOCK;Charge emitter, jolt;13;57000;3d10 E;30 ft.;Staggered;20 charges;2;1;Integrated (1 slot), stun;technology;ar-charge-emitter
AR;20;2;SHOCK;Charge emitter, surge;18;435000;5d10 E;40 ft.;Staggered;80 charges;5;1;Integrated (1 slot), stun;technology;ar-charge-emitter
AR;17;2;DISINTEGRATOR;Disintegrator rifle, decimator;11;29000;3d10 A;30 ft.;Corrode 2d6;40 charges;4;2;—;technology;ar-disintegrator-rifle
AR;17;2;DISINTEGRATOR;Disintegrator rifle, eradicator;20;745000;5d20 A;30 ft.;Corrode 4d6;80 charges;8;2;—;technology;ar-disintegrator-rifle
AR;17;2;DISINTEGRATOR;Disintegrator rifle, executioner;16;210000;5d10 A;30 ft.;Corrode 3d6;80 charges;8;2;—;technology;ar-disintegrator-rifle
AR;17;2;DISINTEGRATOR;Disintegrator rifle, liquidator;6;4740;1d20 A;30 ft.;Corrode 1d6;40 charges;4;2;—;technology;ar-disintegrator-rifle
AR;17;2;FLAME;Dragon rifle, drake;9;13400;3d6 F;60 ft.;Burn 2d4;20 petrol;1;1;Automatic;technology;ar-dragon-rifle
AR;17;2;FLAME;Dragon rifle, true;19;559000;11d6 F;100 ft.;Burn 4d4;20 petrol;1;1;Automatic;technology;ar-dragon-rifle
AR;17;2;FLAME;Dragon rifle, wyrmling;5;3020;1d8 F;60 ft.;Burn 1d4;20 petrol;1;1;Automatic;technology;ar-dragon-rifle
AR;17;2;FLAME;Dragon rifle, wyvern;14;72200;6d6 F;80 ft.;Burn 3d4;20 petrol;1;1;Automatic;technology;ar-dragon-rifle
AR;17;2;DISINTEGRATOR;Dross gun, flux;10;19200;2d12 A;20 ft.;Severe wound;20 charges;4;1;Penetrating;technology;ar-dross-gun
AR;17;2;DISINTEGRATOR;Dross gun, scoring;5;3300;1d8 A;20 ft.;Wound;20 charges;2;1;Penetrating;technology;ar-dross-gun
AR;17;2;DISINTEGRATOR;Dross gun, scrapper;2;720;1d6 A;15 ft.;—;20 charges;1;1;Penetrating;technology;ar-dross-gun
AR;20;2;LASER;Excavation laser, heavy;18;380000;6d10 F;60 ft.;—;80 charges;4;2;Penetrating, professional (miner);technology;ar-excavation-laser
AR;17;2;LASER;Excavation laser, light;4;2050;1d10 F;60 ft.;—;40 charges;2;2;Penetrating, professional (miner);technology;ar-excavation-laser
AR;20;2;LASER;Excavation laser, medium;12;36000;3d10 F;60 ft.;—;40 charges;2;2;Penetrating, professional (miner);technology;ar-excavation-laser
AR;17;2;FLAME;Flare rifle, coruscator;10;15700;5d4 F;80 ft.;Burn 2d6;12 flares;2;1;Analog, bright, harrying;technology;ar-flare-rifle
AR;17;2;FLAME;Flare rifle, dazzler;3;445;2d4 F;60 ft.;Burn 1d6;8 flares;1;1;Analog, bright, harrying;technology;ar-flare-rifle
AR;17;2;FLAME;Flare rifle, nova;17;201000;12d4 F;100 ft.;Burn 4d6;12 flares;4;1;Analog, bright, harrying;technology;ar-flare-rifle
AR;17;2;FLAME;Flare rifle, scorcher;13;43900;7d4 F;80 ft.;Burn 3d6;12 flares;3;1;Analog, bright, harrying;technology;ar-flare-rifle
AR;17;2;FLAME;Flare rifle, vivifier;6;3600;1d10 F;80 ft.;Burn 2d4;8 flares;1;1;Analog, bright, harrying;technology;ar-flare-rifle
AR;16;2;CRYO;Freeze ray, algid;7;6300;2d4 C;30 ft.;Staggered;20 charges;4;2;Line, unwieldy;technology;ar-freeze-ray
AR;16;2;CRYO;Freeze ray, glacial;11;24800;5d4 C;40 ft.;Staggered;20 charges;4;2;Line, unwieldy;technology;ar-freeze-ray
AR;16;2;CRYO;Freeze ray, hiemal;3;1420;1d4 C;30 ft.;Staggered;20 charges;4;2;Line, unwieldy;technology;ar-freeze-ray
AR;17;2;CRYO;Freeze ray, hypothermic;20;818000;5d12 C;50 ft.;Staggered;20 charges;4;2;Line, unwieldy;technology;ar-freeze-ray
AR;17;2;CRYO;Freeze ray, isothermal;16;16500;5d8 C;40 ft.;Staggered;20 charges;4;2;Line, unwieldy;technology;ar-freeze-ray
AR;17;2;CRYO;Frost projector, blizzard-class;19;680000;5d10 C;30 ft.;Staggered;40 charges;2;1;Integrated (2 slots);technology;ar-frost-projector
AR;16;2;CRYO;Frost projector, frostbite-class;6;5100;1d10 C;30 ft.;Staggered;40 charges;2;1;Integrated (2 slots);technology;ar-frost-projector
AR;16;2;CRYO;Frost projector, hailstorm-class;12;42000;2d10 C;30 ft.;Staggered;40 charges;2;1;Integrated (2 slots);technology;ar-frost-projector
AR;17;2;FLAME;Gulchgun;1;90;1d8 F;20 ft.;Burn 1d6;4 shells;1;1;Analog;technology;ar-gulchgun
AR;17;2;CRYO;Ice carbine, absolute-zero;17;218000;11d6 C & P;80 ft.;—;40 charges;2;2;Automatic;technology;ar-ice-carbine
AR;16;2;CRYO;Ice carbine, gelid;9;12400;3d8 C & P;60 ft.;—;40 charges;2;2;Automatic;technology;ar-ice-carbine
AR;16;2;CRYO;Ice carbine, subzero;2;510;1d8 C & P;60 ft.;—;20 charges;2;2;Automatic;technology;ar-ice-carbine
AR;17;2;CRYO;Ice carbine, ultracold;13;47100;6d6 C & P;80 ft.;—;40 charges;2;2;Automatic;technology;ar-ice-carbine
AR;17;2;FLAME;Igniter, blaze;12;34200;—;80 ft.;Burn 3d6;40 charges;4;1;Ignite 3d6;technology;ar-igniter
AR;17;2;FLAME;Igniter, ember;8;9900;—;80 ft.;Burn 2d6;40 charges;4;1;Ignite 2d6;technology;ar-igniter
AR;17;2;FLAME;Igniter, inferno;15;108000;—;80 ft.;Burn 4d6;40 charges;4;1;Ignite 4d6;technology;ar-igniter
AR;17;2;FLAME;Igniter, solar flare;18;360000;—;80 ft.;Burn 5d6;40 charges;4;1;Ignite 5d6;technology;ar-igniter
AR;17;2;LASER;Infinity rifle, advanced;7;6100;2d4 F;60 ft.;—;20 charges;1;1;Boost 2d4;technology;ar-infinity-rifle
AR;20;2;LASER;Infinity rifle, elite;10;17100;2d6 F;80 ft.;—;20 charges;1;1;Boost 2d6;technology;ar-infinity-rifle
AR;20;2;LASER;Infinity rifle, paragon;16;155000;4d6 F;100 ft.;—;20 charges;1;1;Boost 4d6;technology;ar-infinity-rifle
AR;17;2;LASER;Infinity rifle, tactical;3;1300;1d6 F;40 ft.;—;20 charges;1;1;Boost 1d6;technology;ar-infinity-rifle
AR;20;2;PLASMA;Microfusion rifle, heavy;18;410000;5d8 E & F;40 ft.;Irradiate;40 charges;4;2;Blast, radioactive, unwieldy;technology;ar-microfusion-rifle
AR;20;2;PLASMA;Microfusion rifle, light;4;2350;1d8 E & F;15 ft.;Irradiate;40 charges;4;2;Blast, radioactive, unwieldy;technology;ar-microfusion-rifle
AR;20;2;PLASMA;Microfusion rifle, medium;12;40800;3d8 E & F;30 ft.;Irradiate;40 charges;4;2;Blast, radioactive, unwieldy;technology;ar-microfusion-rifle
AR;21;2;UNCATEGORIZED;Nanite thrower, advanced;12;35400;—;60 ft.;Wound;10 nanites;1;1;Deconstruct 3d6;technology;ar-nanite-thrower
AR;21;2;UNCATEGORIZED;Nanite thrower, elite;15;110000;—;80 ft.;Severe wound;10 nanites;2;1;Deconstruct 4d6;technology;ar-nanite-thrower
AR;21;2;UNCATEGORIZED;Nanite thrower, paragon;20;830000;—;80 ft.;Severe wound;10 nanites;2;1;Deconstruct 5d6;technology;ar-nanite-thrower
AR;21;2;UNCATEGORIZED;Nanite thrower, tactical;9;13300;—;60 ft.;Wound;10 nanites;1;1;Deconstruct 2d6;technology;ar-nanite-thrower
AR;20;2;PLASMA;Nova rifle, red star;2;940;1d6 E & F;30 ft.;Blind;20 charges;2;1;Line, unwieldy;technology;ar-nova-rifle
AR;20;2;PLASMA;Nova rifle, white star;11;25300;3d6 E & F;80 ft.;Blind;40 charges;4;1;Line, unwieldy;technology;ar-nova-rifle
AR;20;2;PLASMA;Nova rifle, yellow star;7;6800;2d6 E & F;60 ft.;Blind;40 charges;4;1;Line, unwieldy;technology;ar-nova-rifle
AR;16;2;CRYO;Numbing beam, advanced;5;3050;1d8 C;50 ft.;Staggered;20 charges;1;1;Nonlethal;technology;ar-numbing-beam
AR;16;2;CRYO;Numbing beam, elite;10;18000;3d6 C;80 ft.;Staggered;20 charges;1;1;Nonlethal;technology;ar-numbing-beam
AR;17;2;CRYO;Numbing beam, paragon;15;112000;6d6 C;80 ft.;Staggered;20 charges;1;1;Nonlethal;technology;ar-numbing-beam
AR;16;2;CRYO;Numbing beam, tactical ;1;370;1d6 C;50 ft.;Staggered;20 charges;1;1;Nonlethal;technology;ar-numbing-beam
AR;17;2;FLAME;Petrol converter, advanced;10;18500;3d6 F or A;80 ft.;—;40 petrol;1;1;Analog, modal (disintegrator);technology;ar-petrol-converter
AR;17;2;FLAME;Petrol converter, elite;14;76500;5d6 F or A;80 ft.;—;40 petrol;2;1;Analog, modal (disintegrator);technology;ar-petrol-converter
AR;17;2;FLAME;Petrol converter, light;4;2150;1d8 F or A;40 ft.;—;40 petrol;2;1;Analog, modal (disintegrator);technology;ar-petrol-converter
AR;17;2;FLAME;Petrol converter, paragon;18;385000;9d6 F or A;80 ft.;—;40 petrol;2;1;Analog, modal (disintegrator);technology;ar-petrol-converter
AR;17;2;FLAME;Petrol converter, tactical;7;6750;2d6 F or A;80 ft.;—;40 petrol;4;1;Analog, modal (disintegrator);technology;ar-petrol-converter
AR;20;2;PLASMA;Plasma bolter, advanced;5;3010;2d8 E & F;60 ft.;Wound;40 charges;8;2;Unwieldy;technology;ar-plasma-bolter
AR;20;2;PLASMA;Plasma bolter, elite;9;14000;3d10 E & F;60 ft.;Wound;40 charges;4;2;Unwieldy;technology;ar-plasma-bolter
AR;20;2;PLASMA;Plasma bolter, paragon;16;170000;9d8 E & F;60 ft.;Wound;80 charges;4;2;Unwieldy;technology;ar-plasma-bolter
AR;20;2;PLASMA;Plasma bolter, tactical;1;260;1d10 E & F;40 ft.;—;20 charges;4;2;Unwieldy;technology;ar-plasma-bolter
AR;20;2;PLASMA;Plasma fork, 12-notch;3;1290;1d8 E & F;60 ft.;Knockdown;20 charges;1;1;Boost 1d4;technology;ar-plasma-fork
AR;20;2;PLASMA;Plasma fork, 15-notch;8;8850;1d10 E & F;80 ft.;Knockdown;20 charges;1;1;Boost 1d10;technology;ar-plasma-fork
AR;20;2;PLASMA;Plasma fork, 19-notch;14;64800;3d10 E & F;80 ft.;Knockdown;40 charges;2;1;Boost 2d10;technology;ar-plasma-fork
AR;20;2;PLASMA;Plasma fork, 22-notch;19;750000;6d10 E & F;100 ft.;Knockdown;40 charges;2;1;Boost 3d10;technology;ar-plasma-fork
AR;20;2;SHOCK;Polarity rifle, aurora;10;21000;2d8 E;80 ft.;—;40 charges;2;1;Polarize 1d10;technology;ar-polarity-rifle
AR;20;2;SHOCK;Polarity rifle, static;4;2400;1d8 E;60 ft.;—;40 charges;2;1;Polarize 1d4;technology;ar-polarity-rifle
AR;20;2;SHOCK;Polarity rifle, storm;15;137000;4d8 E;80 ft.;—;40 charges;2;1;Polarize 2d8;technology;ar-polarity-rifle
AR;20;2;SHOCK;Polarity rifle, tempest;20;1000000;8d8 E;80 ft.;—;80 charges;2;1;Polarize 3d8;technology;ar-polarity-rifle
AR;20;2;PROJECTILE;Rail gun, advanced;6;3770;1d10 P;60 ft.;—;15 rounds;1;1;Automatic;technology;ar-rail-gun
AR;20;2;PROJECTILE;Rail gun, tactical;3;1150;1d8 P;60 ft.;—;12 rounds;1;1;Automatic;technology;ar-rail-gun
AR;20;2;PROJECTILE;Rocket rifle;5;3010;1d12 B;80 ft.;—;5 mini-rockets;1;1;Analog, unwieldy;technology;ar-rocket-rifle
AR;20;2;LASER;Serpent laser, aphelion;8;8800;2d8 F;120 ft.;Burn 3d4;40 charges;20;1;—;technology;ar-serpent-laser
AR;17;2;LASER;Serpent laser, azimuth;2;500;2d4 F;100 ft.;Burn 1d4;20 charges;10;1;—;technology;ar-serpent-laser
AR;17;2;LASER;Serpent laser, corona;5;2700;2d6 F;100 ft.;Burn 2d4;40 charges;20;1;—;technology;ar-serpent-laser
AR;20;2;LASER;Serpent laser, perihelion;14;66000;3d12 F;120 ft.;Burn 4d4;40 charges;20;1;—;technology;ar-serpent-laser
AR;20;2;SONIC;Shout rifle;1;450;1d4 So;30 ft.;Demoralize;20 charges;4;1;Blast, nonlethal, unwieldy;technology;ar-shout-rifle
AR;21;2;SONIC;Staccato rifle, drum;15;107000;4d10 So;60 ft.;Deafen;40 charges;2;2;Automatic;technology;ar-staccato-rifle
AR;21;2;SONIC;Staccato rifle, hammer;20;810000;8d10 So;80 ft.;Deafen;80 charges;4;2;Automatic;technology;ar-staccato-rifle
AR;20;2;SONIC;Staccato rifle, pulse;4;2000;1d10 So;40 ft.;Deafen;40 charges;1;2;Automatic;technology;ar-staccato-rifle
AR;21;2;SONIC;Staccato rifle, surge;9;13000;2d10 So;60 ft.;Deafen;40 charges;2;2;Automatic;technology;ar-staccato-rifle
AR;20;2;SHOCK;Storm coil, impulse;12;35200;4d6 E;80 ft.;—;80 charges;10;2;Line, unwieldy;technology;ar-storm-coil
AR;20;2;SHOCK;Storm coil, jolt;7;6900;2d6 E;60 ft.;—;40 charges;8;2;Line, unwieldy;technology;ar-storm-coil
AR;20;2;SHOCK;Storm coil, live;3;1480;1d6 E;40 ft.;—;20 charges;5;2;Line, unwieldy;technology;ar-storm-coil
AR;20;2;SHOCK;Storm coil, surge;17;261000;7d6 E;120 ft.;—;100 charges;10;2;Line, unwieldy;technology;ar-storm-coil
AR;20;2;SHOCK;Surgecaster, advanced;14;83000;3d10 E;60 ft.;Arc 2d10;40 charges;2;1;Boost 1d10, living;technology;ar-surgecaster
AR;20;2;SHOCK;Surgecaster, standard;5;3300;1d10 E;40 ft.;Arc 1d10;20 charges;2;1;Boost 1d6, living;technology;ar-surgecaster
AR;17;2;CRYO;Void rifle, barrow-class;19;606000;6d10 C;100 ft.;Suffocate;80 charges;2;1;Antibiological, boost 2d10;technology;ar-void-rifle
AR;16;2;CRYO;Void rifle, crypt-class;6;4400;1d8 C;60 ft.;Suffocate;20 charges;1;1;Antibiological;technology;ar-void-rifle
AR;16;2;CRYO;Void rifle, grave-class;2;1020;1d6 C;60 ft.;Suffocate;20 charges;1;1;Antibiological;technology;ar-void-rifle
AR;17;2;CRYO;Void rifle, ossuary-class;16;182000;4d10 C;100 ft.;Suffocate;40 charges;1;1;Antibiological, boost 1d10;technology;ar-void-rifle
AR;16;2;CRYO;Void rifle, tomb-class;11;26300;2d10 C;80 ft.;Suffocate;40 charges;2;1;Antibiological;technology;ar-void-rifle
